,Unnamed: 0,URL,Date,User,Tweet,Label
21,21,https://twitter.com/Cimol_Moza/status/1597475711073542144,2022-11-29 06:21:03+00:00,Cimol_Moza,"Masyallah,
TNI dan Relawan HILMI-FrontPersaudaraan Islam (FPI ) bahu membahu mencari korban Gempa Bumi di Cianjur.
Alhamdulillah Ya Robaal alamin, https://t.co/Srj4ofULSj",
22,22,https://twitter.com/z4r4n/status/1597473558242160641,2022-11-29 06:12:30+00:00,z4r4n,TNI dan Relawan HILMI-FPI bahu membahu mencari korban Gempa di Cianjur. https://t.co/tlpxb9WJtp,
23,23,https://twitter.com/ilbanditomilano/status/1597472095075983360,2022-11-29 06:06:41+00:00,ilbanditomilano,"Habib Abdurahman Aljufri (Ketua DPC FPI Cibarusah)  menghibur anak² korban bencana tepatnya di RT.01 RW.03 Kp.Bangkuwong desa.Kebonpeuteuy Kec.Gekbrong Kab.Cianjur , dgn membagikan susu segar Kpd anak² korban bencana gempa Cianjur.

#RelawanFPI https://t.co/4aJH5UUR9X",
24,24,https://twitter.com/Dorraemon_/status/1597468304792203264,2022-11-29 05:51:38+00:00,Dorraemon_,"Relawan HILMI-Front Persaudaraan Islam (FPI) membangun Mushola untuk para  pengungsi korban Gempa Bumi di Cianjur.
Alhamdulillah Ya Robaal alamin,

@mohmahfudmd 😁 https://t.co/fXlz0JQkKS",
25,25,https://twitter.com/PDemokrat/status/1597467523997659136,2022-11-29 05:48:31+00:00,PDemokrat,"Melangkah bersama hilangkan duka, ringankan beban

Kader Partai Demokrat bahu-membahu bantu korban gempa Cianjur dan sekitarnya

#DemokratPeduliDanBerbagi 
#DemokratDenganHati https://t.co/GEjR16l1wE",
26,26,https://twitter.com/IKIAE_MAS/status/1597448824406302720,2022-11-29 04:34:13+00:00,IKIAE_MAS,"Siapa Ketua Ormas GARIS yang merobek Label Tenda pengungsi korban gempa Cianjur..? 

Lucky Permana anak dari Chep Hernawan Ketua ISIS Indonesia dia lah yang memvideokan aksi tersebut. https://t.co/F06hJCt7Kw",
27,27,https://twitter.com/yaniarsim/status/1597446816983023616,2022-11-29 04:26:14+00:00,yaniarsim,"Update gempa Cianjur
Meninggal 323 jiwa
Luka-luka 7.729 jiwa
Hilang 9, Mengungsi 100.330 jiwa
Koq tega2nya @RafiNagita1717 bikin acara di GBK 😫 https://t.co/AK7tmVItIH",
28,28,https://twitter.com/z4r4n/status/1597442491581882369,2022-11-29 04:09:03+00:00,z4r4n,Relawan HILMI-FPI membangun Mushola untuk pengungsi korban Gempa di Cianjur. https://t.co/caJrMK2s2Z,
29,29,https://twitter.com/Nirmala_0106/status/1597442363630424068,2022-11-29 04:08:33+00:00,Nirmala_0106,"Relawan Satu Komando Untuk Indonesia sudah bergerak membantu korban gempa Cianjur.
Bantuan kemanusiaan yang murni lahir untuk membantu sesama.
Mari kita sama-sama peduli untuk pulih kembali.
Indonesia Pasti Bisa !! https://t.co/8gg1cgQcaa",
30,30,https://twitter.com/DoankWarto/status/1597441335719759874,2022-11-29 04:04:28+00:00,DoankWarto,"Lapor saja sama FPI , semuanya akan ditangani dan diatasi oleh FPI.
Hanya FPI saja yg mampu mengatasi masalah pengungsi korban gempa CIANJUR. https://t.co/2TsWYTU41m",
31,31,https://twitter.com/FPKSDPRRI/status/1597438790372823040,2022-11-29 03:54:21+00:00,FPKSDPRRI,"Merespons dampak gempa yang relatif parah di Cianjur, Anggota Fraksi PKS, baik di DPR RI, DPRD Provinsi serta DPRD Kab/Kota, serentak memotong gaji mereka untuk disalurkan kepada pengungsi yang membutuhkan. https://t.co/7Dfe79yUlf",
32,32,https://twitter.com/GunRomli/status/1597438073838915585,2022-11-29 03:51:30+00:00,GunRomli,"Gusdurian Peduli Bersama GKI Cianjur Hibur Anak-Anak Korban Gempa di Pengungsian

https://t.co/w5NkXvWDko",
33,33,https://twitter.com/j_dobos/status/1597423011988373504,2022-11-29 02:51:39+00:00,j_dobos,"Cianjur Ooh Cianjur ..Ada apa dgnmu Cianjur ?

Tragedi gempa dicianjur tnyata jg mampu meluluh lantakkan hati nurani &amp; melukai byk pihak bkn hanya para korban gempa,.. Namun jg para donatur &amp; jg para relawan negeri ini.

#peliharaterusormasgarissampaimampus
#peliharalahintoleran https://t.co/KJbIRs4Kn6",
34,34,https://twitter.com/DivHumas_Polri/status/1597418828778311682,2022-11-29 02:35:02+00:00,DivHumas_Polri,"Layani Korban Bencana Water Treatment Korps Brimob Polri merupakan kendaraan khusus dalam situasi bencana. Berfungsi menyalurkan air siap konsumsi bagi pengungsi yang sulit mendapatkan air bersih, diterjunkan dalam penanganan gempa bumi di Cianjur. #HadirkanSenyuman https://t.co/JFDWCEiOvv",
35,35,https://twitter.com/DivHumas_Polri/status/1597418268893261824,2022-11-29 02:32:48+00:00,DivHumas_Polri,"#HadirkanSenyuman Jajaran Polri kembali melakukan apa yang mereka bisa untuk membantu meringankan beban korban gempa bumi Cianjur. Layani Korban Bencana Personel Bhayangkara melalui Sidokkes Polres Cianjur melaksanakan Home Visit di Posko Limbangan Sari, Cianjur, Jawa Barat. https://t.co/BpUFKitZY0",
36,36,https://twitter.com/DivHumas_Polri/status/1597417479575597056,2022-11-29 02:29:40+00:00,DivHumas_Polri,"Tes Kelayakan Makanan Untuk Layani Korban Bencana di Cianjur

Tim Dokkes Polri melakukan tes kelayakan makanan yang dikonsumsi para korban gempa Cianjur di tenda pengungsian, Senin (28/11). #HadirkanSenyuman https://t.co/57tGp9stGk",
37,37,https://twitter.com/ApriliaLin/status/1597415486945341440,2022-11-29 02:21:45+00:00,ApriliaLin,"Tidak perlu merasa heran bila ada yg mencopot spanduk tenda sumbangan dari sebuah gereja untuk korban gempa Cianjur

6 tahun lalu (tahun 2016), sumbangan berupa handuk untuk korban gempa Pidie, Aceh dgn logo ♂️♀️ pun dianggap upaya kristenisasi. 

https://t.co/GbzpEgB3zw https://t.co/FFjbnSFjSE",
38,38,https://twitter.com/StoryNayua/status/1597403972687384577,2022-11-29 01:36:00+00:00,StoryNayua,"“Kegiatan Para anggota FPI di Lokasi Gempa Cianjur”

Yang Cinta FPI kasih tanda ❤ https://t.co/Kj9rV0hiLf",
39,39,https://twitter.com/03__nakula/status/1597386365980680192,2022-11-29 00:26:02+00:00,03__nakula,"Terima kasih Relawan Nusantara Bersatu.
Semoga amal baik tersebut diterima Allah SWT, bermanfaat dan berkah... Aamiin ya rabb.

Untuk korban gempa Cianjur semoga diberi kekuatan, kesabaran, kesehatan dan dilimpahkan rejeki yang melimpah dan berkah.... Aamiin ya rabb. https://t.co/8tqgnTTPCi",
40,40,https://twitter.com/nusantara_one/status/1597362445722734592,2022-11-28 22:50:59+00:00,nusantara_one,Kenapa MUI yang menerima dana pemeriksaan produk halal tanpa audit pajak tidak nampak batang hidungnya di lokasi korban gempa Cianjur.,
41,41,https://twitter.com/ferascorp/status/1597265186653876224,2022-11-28 16:24:30+00:00,ferascorp,"@didepancangkir @Penyuka_ombak Maaf Mas, kejadian dipalakin bukan cuma di cianjur, waktu gempa Lombok dan Palu banyak bantuan yg ga nyampe ke korban yg sesungguhnya krn sdh dibongkar duluan sama oknum2 di jalan.
Ga rame mgkn krn jauh dr Jawa",
42,42,https://twitter.com/kumparanplus/status/1597217895934988289,2022-11-28 13:16:35+00:00,kumparanplus,"YANG BERGERAK DI BAWAH TANAH CIANJUR

Gempa Cianjur awalnya diduga disebabkan sesar Cimandiri. Namun perkiraan itu jadi perdebatan karena pusat gempa jauh dari peta existing sesar Cimandiri. 

Apakah ada sesar lain yang belum terpetakan?

[A THREAD]

#specialreport https://t.co/fFWqQLVRVG",
43,43,https://twitter.com/QaillaAsyiqah/status/1597216451924197377,2022-11-28 13:10:51+00:00,QaillaAsyiqah,"Innalillahi 😥🎗
Hari ini tepat sepekan Gempa Cianjur, Tim SAR Gabungan temukan lagi 2 korban (Ayah &amp; Anak) dalam posisi berpelukan, di kampung Cijedil, Kec. Cugenang, Cianjur.. (28/Nov/2022) https://t.co/U4eYHwhe5N",
44,44,https://twitter.com/kafiradikalis/status/1597193060324364289,2022-11-28 11:37:54+00:00,kafiradikalis,"...Pencopotan label gereja tenda bantuan gempa Cianjur kemungkinan besar dipicu dari peristiwa gempa Lombok 2018.

Saat itu bbrp relawan kafirkresten malah melakukan ritual2 agamawi di tenda2 pengungsian orang Islam.

Gw di sana saat itu sbg relawan.

Pernah viral video'y.. (``,)",
45,45,https://twitter.com/asumsico/status/1597176640148492288,2022-11-28 10:32:39+00:00,asumsico,"Terima kasih yaa Walet~🥺🐕‍🦺🫶🏻

Seekor anjing pelacak pemburu jenis Dutch Shepherd bernama Walet berhasil menemukan jenazah korban gempa bumi di Desa Cijedil, Kabupaten Cianjur, Jawa Barat. https://t.co/QWXkAWEGhR",
46,46,https://twitter.com/infoBMKG/status/1597173595784220673,2022-11-28 10:20:33+00:00,infoBMKG,"Update Susulan Gempabumi Cianjur M5.6
Gempa susulan sampai dengan 28 November 2022 pkl 17:00 WIB :
Terjadi 304 gempa
Mag terbesar M4.2
Mag terkecil M1.0

#GempaCianjur #GempaBumi #PrayForCianjur #BMKG https://t.co/E8zCXfYEBI",
47,47,https://twitter.com/infoBMKG/status/1597170458189004802,2022-11-28 10:08:05+00:00,infoBMKG,"Hi #SobatBMKG, berdasarkan hasil monitoring BMKG, intensitas gempa susulan yg terjadi di Cianjur kian melemah. BMKG pun memberikan beberapa imbauan yg penting utk diperhatikan.
Pastikan informasi yg diperoleh hanya bersumber dari kanal resmi BMKG ya, Sobat.
#prayforcianjur
#gempa https://t.co/hfXPAacUMW",
48,48,https://twitter.com/infoBMKG/status/1597158930366402560,2022-11-28 09:22:17+00:00,infoBMKG,"#Gempa Mag:3.3, 28-Nov-22 16:05:08 WIB, Lok:6.84 LS, 107.08 BT (Pusat gempa berada didarat 6km Barat Daya KAB.Cianjur), Kedlmn:10 Km Dirasakan (MMI) III Nagrak, III Cugenang, II Cianjur, II - III Cilaku #BMKG https://t.co/WdvRAFCm7d",
49,49,https://twitter.com/z4r4n/status/1597149030681030656,2022-11-28 08:42:57+00:00,z4r4n,Relawan medis HILMI-FPI melakukan pengobatan kepada warga pengsungi korban Gempa di Cianjur. https://t.co/qPNrJmH56l,
50,50,https://twitter.com/AqseJuga/status/1597141375358627841,2022-11-28 08:12:31+00:00,AqseJuga,Siapkan Infak / Shodaqoh terbaik anda untuk saudara sebangsa &amp; setanah-air korban gempa cianjur. Ingat terus #6SyuhadaFPI Menolak Lupa #KM50 inshaa Allah sehat wal'afiat saya akan hadir di reuni alumni 212 2022. https://t.co/lbSNZ1XU8Q,
51,51,https://twitter.com/Humaira922/status/1597135047496437760,2022-11-28 07:47:23+00:00,Humaira922,"Bantuan dari TNI di amanatkan kepada FPI untuk di bagikan kepada warga korban gempa cianjur 

Barokah TNI ☺️ https://t.co/sI5PAImbpx",
52,52,https://twitter.com/GunRomli/status/1597116662943453185,2022-11-28 06:34:20+00:00,GunRomli,"Bantuan unt korban gempa Cianjur  berdatangan di kantor DPP @psi_id, insya Allah pengiriman kedua hari Rabu https://t.co/JZ3Rn8yTHv",
53,53,https://twitter.com/infoBMKG/status/1597105329061658624,2022-11-28 05:49:17+00:00,infoBMKG,"#Gempa Mag:2.3, 28-Nov-22 12:28:49 WIB, Lok:6.82 LS, 107.07 BT (Pusat gempa berada di darat 7 km Baratlaut Kab. Cianjur), Kedlmn:10 Km Dirasakan (MMI) III Cugenang #BMKG https://t.co/16G0owhnz9",
54,54,https://twitter.com/TaufikDamas/status/1597085262345302016,2022-11-28 04:29:33+00:00,TaufikDamas,"Gara-gara gempa di Cianjur, ada kawan cerita bahwa dirinya tidak bisa tidur tenang. Terganggu oleh bayangan terjadi gempa dan dia tak bisa menyelamatkan diri. Dia jadi ketakutan. Saya bilang: untuk hal-hal yang kita tak punya kuasa mengontrolnya, pasrahkan saja pada Tuhan. https://t.co/jt565ZPol7",
55,55,https://twitter.com/detikcom/status/1597014419749601280,2022-11-27 23:48:03+00:00,detikcom,RK bersikap tegas soal ormas mencopot label gereja pada tenda bantuan pengungsi gempa Cianjur. RK meminta agar polisi menyelidiki. https://t.co/kO8IOXy153,
56,56,https://twitter.com/z4r4n/status/1596851020579352577,2022-11-27 12:58:46+00:00,z4r4n,Logistik dari DPW FPI Ciamis telah tiba di Posko Induk HILMI-FPI. Insya Allah secepatnya akan segera di salurkan kepada warga korban Gempa di Cianjur. https://t.co/62C0zaZBiG,
57,57,https://twitter.com/z4r4n/status/1596834429313638402,2022-11-27 11:52:50+00:00,z4r4n,"Tim Relawan FPI dan TNI AL tengah berkordinasi di lokasi bencana Gempa Cianjur, dalam upaya mencari korban yang masih tertimbun longsor.

TNI Bersama Rakyat
Bravo TNI https://t.co/D5fcjTh49U",
58,58,https://twitter.com/RahmayadiEdy/status/1596826066857136128,2022-11-27 11:19:36+00:00,RahmayadiEdy,"Selepas sholat berjemaah di Masjid Unimed tadi, tiba-tiba saya melihat sekelompok mahasiswa sedang mengadakan aksi penggalangan dana untuk para korban bencana gempa di Cianjur. Suatu gerakan yg bagi saya sangat positif dan menunjukkan kepedulian kita pada sesama
#SumutBermartabat https://t.co/CdmuTKDpEF",
59,59,https://twitter.com/Mueezzza/status/1596809289758220289,2022-11-27 10:12:56+00:00,Mueezzza,"Alhamdulillah Ya Robaal alamin"" satu truk besar logistik yang baru saja datang di posko Relawan HILMI-FrontPersaudaraan Islam (FPI) untuk korban terdampak Gempa Bumi Cianjur. https://t.co/NBPtLh9P1B",
60,60,https://twitter.com/Midjan_La_2/status/1596807343009779712,2022-11-27 10:05:12+00:00,Midjan_La_2,"Cafe remang remang antara Puncak Cianjur, Pelangannya turis-turis Timteng, menu dan petunjuknya semua pakai bahasa Arab… juga terimbas gempa
. https://t.co/Vf8zugVOQ5",
61,61,https://twitter.com/MCAOps/status/1596785292664459264,2022-11-27 08:37:35+00:00,MCAOps,"Sempat viral di media sosial terkait tenda-tenda pengungsi di Cianjur yang bertuliskan team aksi gereja, tak mempersoalkan tulisan di tenda, relawan Front Persaudaraan Islam (FPI) langsung mendatangi lokasi tersebut dan memberikan pengobatan untuk para pengungsi korban gempa. https://t.co/UfvS6bU9Zs https://t.co/IyDhqsWi0l",
62,62,https://twitter.com/z4r4n/status/1596784104707878914,2022-11-27 08:32:52+00:00,z4r4n,"Alhamdulillah, satu truk besar logistik baru saja datang di posko Relawan HILMI-FPI untuk korban terdampak Gempa Cianjur. https://t.co/LbnwdNmqhd",
63,63,https://twitter.com/Miss_YingSu/status/1596765045622308864,2022-11-27 07:17:07+00:00,Miss_YingSu,"Hari ini kegiatan Relawan Front Persaudaraan Islam (FPI) peduli gempa Cianjur menyalurkan 350 paket sembako, Pakaian layak pakai, obat-obatan dan enam belas terpal ke Kampung Cihikeus dan di Kampung Nyalindun.
Alhamdulillah Ya Robaal alamin, https://t.co/gJp2O0ngEB",
64,64,https://twitter.com/z4r4n/status/1596743789141700609,2022-11-27 05:52:40+00:00,z4r4n,"TNI, Polri, Basarnas dan Relawan HILMI-FPI saling bersinergi di lokasi bencana Gempa Cianjur. https://t.co/b0nYrBPHfs",
65,65,https://twitter.com/Cimol_Moza/status/1596732529934934016,2022-11-27 05:07:55+00:00,Cimol_Moza,"Relawan HILMI-Front Persaudaraan Islam (FPI) di Lokasi Musibah Gempa Cianjur terus memberikan Bantuan kepada masyarakat termasuk Pembuatan MCK, https://t.co/0k28cJgWUs",
66,66,https://twitter.com/kurawa/status/1596722766228905990,2022-11-27 04:29:07+00:00,kurawa,"(Thread)
Sejak kemarin hingga hari ini utk penyaluran donasi menelusuri korban Gempa Cianjur masuk lebih dalam, dimana ada 1 desa 90% rumah mereka roboh rata dengan tanah.

Kebutuhan air utk MCK baru didapat setelah masuk hari ke 4 pasca gempa .. https://t.co/flIZIDVN9z",
67,67,https://twitter.com/HermanBudiSant4/status/1596700225598410753,2022-11-27 02:59:33+00:00,HermanBudiSant4,"Bagi Pancasilais Uang Rp.100 M akan sgt3 berharga bagi korban Gempa Cianjur ketimbang kegiatan yg mungkin ""menyakiti"" lbh 60.000 korban gempa..@akunkeenam212 @rahmaniarbaftim @MissKoral @Hmmurahmurahhm2 @YoanAngelic https://t.co/Ilt0RVQ3cj",
68,68,https://twitter.com/z4r4n/status/1596695887891529728,2022-11-27 02:42:19+00:00,z4r4n,Ketua umum FPI Pusat menyerahkan secara simbolik bantuan titipan umat untuk korban Gempa di Cianjur. https://t.co/i1kqPdqRBE,
69,69,https://twitter.com/Muhammad_Saewad/status/1596685954672394240,2022-11-27 02:02:51+00:00,Muhammad_Saewad,"Uangnya dari mana yaa?

Andai uang sebesar itu digunakan untuk membantu korban gempa Cianjur tentu lebih bermanfaat. https://t.co/o3LdSnUn53",
70,70,https://twitter.com/z4r4n/status/1596684237260066822,2022-11-27 01:56:01+00:00,z4r4n,Pengurus DPP FPI kunjungi Posko Induk Relawan HILMI-FPI untuk korban Gempa di Cianjur. https://t.co/00EEf8yVpg,
71,71,https://twitter.com/Hilmi28/status/1596662219906768896,2022-11-27 00:28:32+00:00,Hilmi28,"Bersama emak2 dan para santri penghafal Qur'an Palembang dlm acara Tabligh Akbar, Wisuda Tahfidz &amp; Istighosah mendoakan bangsa &amp; negara terutama para korban gempa Cianjur. Ini tabligh akbar &amp; istighosah beneran yaa, tdk ada motif apapun.#PrayForCianjur https://t.co/5llK1RrKRQ",
72,72,https://twitter.com/itzwoopy/status/1596660092648460288,2022-11-27 00:20:05+00:00,itzwoopy,"@Askrlfess Saya salah satu korban gempa Cianjur dan sejauh ini disekitaran saya sendiri gak ada yang ngeluh kok dapat bantuan apapun, semuanya di terima. Bahkan ada yang bantuannya baru nyampe kemarin efek jalan utama ke sana baru bisa di akses. 

Orang kayak gini tuh dikit kok, gak banyak.",
73,73,https://twitter.com/infoBMKG/status/1596629558400163840,2022-11-26 22:18:45+00:00,infoBMKG,"#Gempa Mag:2.4, 27-Nov-22 04:20:01 WIB, Lok:6.84 LS, 107.07 BT (Pusat gempa berada di darat 7 km Barat Daya Kab. Cianjur), Kedlmn:10 Km Dirasakan (MMI) II Cianjur, II Cilaku #BMKG https://t.co/BrjCMIxGRy",
74,74,https://twitter.com/yaniarsim/status/1596511020570546176,2022-11-26 14:27:43+00:00,yaniarsim,"@jokowi Belum genap 7 hari gempa Cianjur
Sudah copras capres
Mikir keq 🙈 https://t.co/JvNtLEw0ut",
75,75,https://twitter.com/detikcom/status/1596508664889761792,2022-11-26 14:18:22+00:00,detikcom,Viral video label bantuan dari gereja pada tenda bantuan yang diberikan untuk korban gempa di Cianjur dicopot. Aksi ini disebut dilakukan salah satu ormas https://t.co/vDzwQcEQyH,
76,76,https://twitter.com/infoBMKG/status/1596490272526913536,2022-11-26 13:05:16+00:00,infoBMKG,"#Gempa Mag:3.3, 26-Nov-22 19:44:10 WIB, Lok:6.81 LS, 107.06 BT (Pusat gempa berada di Darat 8 Km Barat Laut Kab. Cianjur), Kedlmn:10 Km Dirasakan (MMI) III Kec. Cianjur, III Pacet, III Mekarsari, III Cijedil, III Cipanas, III Cugenang, III Ciherang #BMKG https://t.co/i76PW9k95M",
77,77,https://twitter.com/susipudjiastuti/status/1596490228604157954,2022-11-26 13:05:06+00:00,susipudjiastuti,Alhamdulillah penjualan di garage sale hari ini melewati 10 juta .. semoga semakin banyak yang terkumpul untuk didonasikan pada korban gempa Cianjur .. 🙏🙏🙏 https://t.co/VK4nk9AGbM https://t.co/sFIfJKL6f3,
78,78,https://twitter.com/TheDareBand/status/1596485622717624326,2022-11-26 12:46:48+00:00,TheDareBand,"CHARITEE FOR CIANJUR 🚨
Bersama @langensrawa kami membuka sesi pre-order ""The Dare 7.0"" benefit tee yang nanti seluruh hasilnya akan kami salurkan kepada korban bencana gempa di Cianjur. https://t.co/ddQe0YPO9I",
79,79,https://twitter.com/MCAOps/status/1596482640810770433,2022-11-26 12:34:57+00:00,MCAOps,"Hari ini Sabtu (26/11) kegiatan relawan Front Persaudaraan Islam (FPI) peduli gempa Cianjur antara lain menyalurkan 350 paket sembako, pakaian layak pakai, obat-obatan dan enam belas terpal di Kampung Cihikeus dan di Kampung Nyalindun. https://t.co/nrIrgnc6nJ",
80,80,https://twitter.com/DaryonoBMKG/status/1596478536113881088,2022-11-26 12:18:38+00:00,DaryonoBMKG,Saudara2ku di Cianjur dan sekitarnya tampak aktivitas gempa susulan sudah semakin meluruh semoga segera aman kembali. https://t.co/5dpIUi0hwL,
